GW,week,player_key,player,team,Pos,mins,xG_scaled,xA_scaled,xPts,fixtures_in_week,MC_MeanPts,MC_StdPts,MC_Floor,MC_P25,MC_P75,MC_Upside,MC_CaptainMean,MC_CaptainUpside,MC_P1_Return,MC_P2_Return,Bracket_LE_2,Bracket_3_to_6,Bracket_7_to_9,Bracket_10_to_14,Bracket_15_plus,MC_MinPts,MC_MaxPts
35,1,bradley burrowes|aston villa,Bradley Burrowes,Aston Villa,MID,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
35,1,brajan gruda|brighton,Brajan Gruda,Brighton,MID,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
35,1,brenden aaronson|leeds,Brenden Aaronson,Leeds,MID,75.0,0.221361,0.240658,4.252819,1,4.2195,3.371931160329344,1,2,6,9,8.439,18,0.346,0.0743,0.4231,0.3534,0.1432,0.0664,0.0139,-2,26
35,1,brennan johnson|crystal palace,Brennan Johnson,Crystal Palace,MID,75.0,0.111754,0.045741,2.660875,1,2.5734,2.187192821860935,1,2,2,6,5.1468,12,0.1339,0.0098,0.7691,0.1357,0.0798,0.0135,0.0019,-2,18
35,1,brian brobbey|sunderland,Brian Brobbey,Sunderland,FWD,60.0,0.149313,0.042853,2.572496,1,1.8092,2.176188263914683,0,0,2,5,3.6184,10,0.1212,0.0132,0.879,0.0634,0.0467,0.0104,0.0005,-1,17
35,1,bruno fernandes|manchester united,Bruno Fernandes,Manchester United,MID,90.0,0.300269,0.475103,5.221843,1,5.3132,3.8877893152793144,2,2,8,11,10.6264,22,0.4986,0.1545,0.3673,0.3102,0.1809,0.1105,0.0311,-1,27
35,1,bruno guimarães|newcastle united,Bruno Guimarães,Newcastle United,MID,90.0,0.299303,0.162498,4.246158,1,4.2857,3.4712642524014217,2,2,6,9,8.5714,18,0.3357,0.0644,0.483,0.2738,0.1596,0.0682,0.0154,-1,28
35,1,bryan mbeumo|manchester united,Bryan Mbeumo,Manchester United,MID,80.0,0.27377,0.139536,3.83712,1,3.7809,3.318688775706454,1,2,6,8,7.5618,16,0.3108,0.0563,0.5832,0.1952,0.1601,0.0494,0.0121,-2,26
35,1,bukayo saka|arsenal,Bukayo Saka,Arsenal,MID,60.0,0.296502,0.16984,4.352809,1,3.3407,3.909453096022512,0,0,5,9,6.6814,18,0.2691,0.0654,0.5565,0.2349,0.1303,0.059,0.0193,-1,29
35,1,callum hudson-odoi|nottingham forest,Callum Hudson-Odoi,Nottingham Forest,MID,60.0,0.061128,0.129564,2.784728,1,1.9787,2.1813863275449403,0,0,2,5,3.9574,10,0.128,0.0119,0.7934,0.1501,0.0462,0.0091,0.0012,-1,19
35,1,callum marshall|west ham,Callum Marshall,West Ham,FWD,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
35,1,callum olusesi|tottenham,Callum Olusesi,Tottenham,DEF,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
35,1,callum wilson|west ham,Callum Wilson,West Ham,FWD,15.0,0.101888,0.011762,1.427838,1,0.9354,1.6373841455199205,0,0,1,1,1.8708,2,0.0758,0.0067,0.9244,0.0554,0.015,0.0049,0.0003,-2,20
35,1,calvin bassey|fulham,Calvin Bassey,Fulham,DEF,90.0,0.030649,0.005044,2.274,1,2.2595,2.462023507198906,0,1,3,6,4.519,12,0.0318,0.0009,0.7051,0.223,0.0614,0.0089,0.0016,-4,19
35,1,caoimhin kelleher|brentford,Caoimhin Kelleher,Brentford,GK,90.0,0.0,0.005502,3.513613,1,3.2397,2.388900146510942,1,2,6,7,6.4794,14,0.0047,0.0,0.5491,0.3028,0.1447,0.0034,0.0,-4,13
35,1,carlos alcaraz|everton,Carlos Alcaraz,Everton,MID,15.0,0.00891,0.021652,1.044505,1,0.5905,0.8530004396247401,0,0,1,1,1.181,2,0.0209,0.0002,0.9791,0.017,0.0039,0.0,0.0,-2,9
35,1,carlos baleba|brighton,Carlos Baleba,Brighton,MID,60.0,0.023345,0.053892,2.200626,1,1.6319,1.8010559097373962,0,0,2,4,3.2638,8,0.0538,0.0035,0.7887,0.1877,0.0185,0.0049,0.0002,-1,17
35,1,casemiro|manchester united,Casemiro,Manchester United,MID,75.0,0.153701,0.087441,3.385224,1,3.3475,2.826790361876876,1,2,4,7,6.695,14,0.1993,0.0224,0.5402,0.3185,0.0985,0.0364,0.0064,-2,25
35,1,chadi riad|crystal palace,Chadi Riad,Crystal Palace,DEF,60.0,0.016425,0.044046,1.867898,1,1.2991,2.126978888000537,0,0,2,5,2.5982,10,0.0451,0.0021,0.8629,0.1049,0.0269,0.0048,0.0005,-4,20
35,1,charalampos kostoulas|brighton,Charalampos Kostoulas,Brighton,FWD,15.0,0.133737,0.059612,1.653783,1,1.1493,2.059953764044232,0,0,1,5,2.2986,10,0.1251,0.0195,0.875,0.091,0.0228,0.0104,0.0008,-2,20
35,1,chemsdine talbi|sunderland,Chemsdine Talbi,Sunderland,MID,75.0,0.112453,0.063692,2.910993,1,2.7737,2.2282029328586748,1,2,3,6,5.5474,12,0.1488,0.0117,0.6455,0.256,0.0827,0.0139,0.0019,-2,18
35,1,chimuanya ugochukwu|burnley,Chimuanya Ugochukwu,Burnley,MID,90.0,0.080701,0.01723,2.663386,1,2.6376,1.8415390954307758,1,2,3,5,5.2752,10,0.0813,0.0037,0.7371,0.1971,0.0541,0.0107,0.001,-1,19
35,1,chris richards|crystal palace,Chris Richards,Crystal Palace,DEF,90.0,0.065179,0.01615,3.09437,1,3.0335,2.803315492412511,0,1,4,7,6.067,14,0.0661,0.0024,0.5448,0.3296,0.0978,0.0236,0.0042,-4,20
35,1,chris rigg|sunderland,Chris Rigg,Sunderland,MID,15.0,0.013937,0.018998,1.105011,1,0.6361,0.9231883827258659,0,0,1,1,1.2722,2,0.0218,0.0005,0.9782,0.0156,0.0059,0.0003,0.0,-2,12
35,1,chris wood|nottingham forest,Chris Wood,Nottingham Forest,FWD,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
35,1,christantus uche|crystal palace,Christantus Uche,Crystal Palace,MID,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
35,1,christian nørgaard|arsenal,Christian Nørgaard,Arsenal,MID,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
35,1,cody gakpo|liverpool,Cody Gakpo,Liverpool,MID,75.0,0.228234,0.121913,3.581324,1,3.5069,3.0547917097569846,1,2,5,8,7.0138,16,0.2711,0.043,0.629,0.18,0.1424,0.0406,0.008,-2,24
35,1,cole palmer|chelsea,Cole Palmer,Chelsea,MID,75.0,0.313006,0.107703,3.892512,1,3.9378,3.512823815678777,1,2,6,9,7.8756,18,0.3237,0.0632,0.5339,0.229,0.1607,0.0619,0.0145,-2,23
35,1,conor bradley|liverpool,Conor Bradley,Liverpool,DEF,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
35,1,conor gallagher|tottenham,Conor Gallagher,Tottenham,MID,60.0,0.082288,0.046553,2.65972,1,1.9885,2.2213886985397218,0,0,2,5,3.977,10,0.0922,0.0054,0.7677,0.1705,0.0486,0.0127,0.0005,-1,23
35,1,cristhian mosquera|arsenal,Cristhian Mosquera,Arsenal,DEF,75.0,0.015957,0.018966,3.740107,1,3.5347,2.8451706293296364,1,1,6,7,7.0694,14,0.0316,0.0004,0.5077,0.3411,0.1359,0.0138,0.0015,-3,17
35,1,cristian romero|tottenham,Cristian Romero,Tottenham,DEF,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
35,1,crysencio summerville|west ham,Crysencio Summerville,West Ham,MID,75.0,0.162901,0.161594,3.327526,1,3.3214,2.8398066906041333,1,2,5,8,6.6428,16,0.2628,0.0374,0.6261,0.2163,0.1168,0.0363,0.0045,-2,22
35,1,curtis jones|liverpool,Curtis Jones,Liverpool,MID,15.0,0.014454,0.01789,1.105939,1,0.638,0.9592476218370313,0,0,1,1,1.276,2,0.0233,0.0008,0.9765,0.0166,0.0064,0.0005,0.0,-2,14
35,1,daichi kamada|crystal palace,Daichi Kamada,Crystal Palace,MID,15.0,0.009589,0.013703,1.055723,1,0.5887,0.8012067835459209,0,0,1,1,1.1774,2,0.0164,0.0003,0.9837,0.0128,0.0035,0.0,0.0,-2,9
35,1,dan ballard|sunderland,Dan Ballard,Sunderland,DEF,90.0,0.114839,0.068117,4.827669,1,4.8289,3.483823300628205,1,2,7,9,9.6578,18,0.1451,0.0129,0.3086,0.4092,0.1997,0.0644,0.0181,-3,23
